u,y,fitness,correlation,n,m,k,threshold,theta,fitScale,thrScale,valid
FIC103_PV,C03_MV,0.9595678565159595,0.9613,1,0,0,0.5508342437106187,"+0.7825257161717026,+4.5280538374927088,+10.428143171576969",1.0,1.1,1
FIC103_PV,C05_MV,0.8690392023681741,0.9936,2,1,0,2.111562471235787,"+1.4820150069929621,-0.5350624138058941,+25.0571606380994005,-22.7379651282551443,-0.659145214463769",1.0,1.1,1
FIC103_PV,C06_MV,0.7488070324162934,0.9893,2,0,0,1.3684054257484193,"+1.7035825711568406,-0.8798796724281069,+8.3026557084963688,-2.332999862598152",1.0,1.1,1
FIC103_PV,FI105_F,0.7985851247868027,0.9078,1,1,0,0.3683632765947882,"+0.8173728138719398,-8.7846567373343074,+8.7856134783405917,+4.735004976293051",1.0,1.1,1
FIC103_PV,FI252_F,0.9316561899845648,-0.9399,2,1,0,0.1625619442116418,"+1.2023704177423613,-0.6532085221153640,+1.9042367804287230,+0.4972990121481945,+1.175718454759749",1.0,1.1,1
FIC103_PV,FI307_F,0.9152163280368992,0.9965,2,1,0,0.0160173912564011,"+0.3849546800504082,+0.5661671740084311,+0.1970371675566934,-0.1890517918709431,-0.006282568690292",1.0,1.1,1
FIC103_PV,FI310_F,0.8176599202134633,-0.9395,2,1,0,0.1423875501061799,"+1.6585206682141069,-0.9038618195695122,+0.2634022795773230,+1.4242262652434563,+0.639905421884777",1.0,1.1,1
FIC103_PV,FIC101_MV,0.9000639611599645,0.9227,2,1,0,0.6733900490991364,"+1.6529943359078996,-0.7050639738680231,+0.6821705845096633,+1.8129244325248490,-0.793777504249697",1.0,1.1,1
FIC103_PV,FIC101_PV,0.8992481760637502,0.9781,1,1,0,0.0313448311874659,"+0.8991828657216228,+0.4920414742240490,-0.4032277577582604,-0.025943927189825",1.0,1.1,1
FIC103_PV,FIC101_SV,0.8678561286359543,0.9909,2,1,0,0.0425967400366785,"+1.4875224613397053,-0.5392344686308604,+0.5096923397068829,-0.4644362413471994,-0.012904613239461",1.0,1.1,1
FIC103_PV,FIC102_MV,0.7345265677919008,0.9892,2,1,0,2.4366853128229966,"+1.0221032342745306,-0.0536083074468304,+20.5232748054777048,-19.3746129179093955,-0.893957991224690",1.0,1.1,1
FIC103_PV,FIC102_PV,0.957580649385705,0.9613,2,1,0,0.1746512310602739,"+0.0436826433984789,+0.0793378884605024,+3.7835497661382846,+0.8898450368428295,+0.005733671478572",1.0,1.1,1
FIC103_PV,FIC102_SV,0.9992099554212152,0.9989,1,0,0,0.0029128992416745,"+0.0012416261555425,+5.3265129204444719,-0.000147234350068",1.0,1.1,1
FIC103_PV,FIC103_MV,0.9596793952249888,1.0,2,0,0,0.6247323818593117,"+0.9676932260722719,-0.1533822833269864,+3.8632941087074411,+8.907941994925460",1.0,1.1,1
FIC103_PV,FIC201_MV,0.7494772947618156,1.0,2,0,0,1.402763860280532,"+1.7033214829915839,-0.8792066418898073,+8.2812663858403539,-2.324939723959039",1.0,1.1,1
FIC103_PV,FIC201_PV,0.8335700822230399,0.9655,2,1,0,0.1211788907421315,"+1.6557452724633754,-0.9128702299703365,+0.3157959311543567,+1.3588227509507225,-0.350864908484064",1.0,1.1,1
FIC103_PV,FIC201_SV,0.833470337419497,0.9739,2,1,0,0.1222616860186063,"+1.6550358590596363,-0.9122687814695751,+0.3157652418704634,+1.3595696615535737,-0.351028345754967",1.0,1.1,1
FIC103_PV,LIC101_MV,0.8608545389146092,0.8856,0,1,0,2.116099998395108,"+6.6012835615146113,+17.6824679812818673,-0.960942269540247",1.0,1.1,1
FIC103_PV,LIC201_MV,0.7491973798090543,0.9889,2,0,0,1.3797397325247085,"+1.7036826804427867,-0.8797340217792319,+8.2896607477034792,-2.327942502517538",1.0,1.1,1
FIC103_PV,PIC101_MV,0.959580936028295,0.9178,2,0,0,0.6422533691619841,"+0.9674570413500007,-0.1536348650624042,+3.8733100075389206,+8.931572314313029",1.0,1.1,1
FIC103_PV,QI105_Q,0.8638241299751712,0.9943,1,1,2,0.913059878207465,"+0.7374375812367802,+8.8895007429929898,-7.0774924401510608,+0.335021863081076",1.0,1.1,1
FIC103_PV,QI302_Q,0.9123937740070052,0.9916,2,1,1,0.0675406923105838,"+0.8686405113986838,+0.0473930641197396,+0.7349517556138695,-0.6651567316741247,-0.057178790646025",1.0,1.1,1
FIC103_PV,QIC101_MV,0.8687964990794413,0.9947,2,1,0,2.1697180760617463,"+1.4817414009004970,-0.5346458334572839,+25.2708773392362680,-22.9559750526920681,-0.660138018871850",1.0,1.1,1
FIC103_PV,QIC105_PV,0.8638989987928622,0.9724,1,1,2,0.9128325718215348,"+0.7383496404979577,+8.8895759706732349,-7.0841316644810979,+0.334229095678365",1.0,1.1,1
FIC103_PV,QIC105_SV,0.8638882441106646,0.9884,1,1,2,0.9128425412423002,"+0.7386327823631471,+8.8866991356459941,-7.0832990857270310,+0.333998069435455",1.0,1.1,1
FIC103_PV,TI105_T,0.8775194355179625,0.9945,2,1,0,7.105417865487318,"+0.3452330009227361,+0.5554461858671154,+35.3959092502926396,-32.6652892425031425,+11.662233347321077",1.0,1.1,1
FIC103_PV,TIC104_MV,0.8491119424104089,0.9902,1,1,0,8.078850483795074,"+0.9709911002662593,-56.6695720586235936,+53.8083056389714187,+5.922552800375865",1.0,1.1,1
FIC103_SV,C01_MV,0.9006264724125705,0.4805,2,1,0,0.7519285481186458,"+1.6424112830437638,-0.6953436303673549,+0.8061439546635436,+1.7312976158297555,-0.808369115813370",1.0,1.1,1
FIC103_SV,C02_MV,0.735643565411914,0.9782,2,1,0,2.7447456148118605,"+0.9985420546496229,-0.0295704035695071,+21.4136989109014060,-20.2792487731985638,-0.884983278314143",1.0,1.1,1
FIC103_SV,C03_MV,0.9595594561120566,0.9613,1,0,0,0.5509317862476614,"+0.7825459818320076,+4.5276708103543664,+10.427129549444650",1.0,1.1,1
FIC103_SV,C05_MV,0.8690298009793925,0.9936,2,1,0,2.112832263734967,"+1.4820343089998265,-0.5350782272912329,+25.0565446355120720,-22.7374738937924796,-0.659132605883349",1.0,1.1,1
FIC103_SV,C06_MV,0.748809668857503,0.9893,2,0,0,1.3671570859648103,"+1.7035785489347286,-0.8798760967029182,+8.3027330510967410,-2.333061918516158",1.0,1.1,1
FIC103_SV,FI105_F,0.7986082061279228,0.9078,1,1,0,0.3688219600325421,"+0.8173904365947439,-8.7845980238862644,+8.7855528691428191,+4.734550785423039",1.0,1.1,1
FIC103_SV,FI252_F,0.9316440164436836,-0.9399,2,1,0,0.1626770075301462,"+1.2023391180968857,-0.6532210172768625,+1.9037353848853291,+0.4980515553634940,+1.175814292377354",1.0,1.1,1
FIC103_SV,FI307_F,0.9152310704756658,0.9965,2,1,0,0.0160020669909997,"+0.3849817245329530,+0.5662046642877940,+0.1970983816247374,-0.1891233834732663,-0.006274470654972",1.0,1.1,1
FIC103_SV,FI310_F,0.8176434869281454,-0.9395,2,1,0,0.1425386294159288,"+1.6585377885418671,-0.9038847543397877,+0.2612527533080250,+1.4264246064954040,+0.639912582087030",1.0,1.1,1
FIC103_SV,FIC101_MV,0.900055418543126,0.9227,2,1,0,0.6737937285070853,"+1.6529942391150871,-0.7050660542835048,+0.6793915371996544,+1.8158184941739104,-0.793819357692110",1.0,1.1,1
FIC103_SV,FIC101_PV,0.8992427030917229,0.9781,1,1,0,0.0313170147899386,"+0.8991961623005660,+0.4920677701996594,-0.4032648462637198,-0.025941550453348",1.0,1.1,1
FIC103_SV,FIC101_SV,0.8678551024034709,0.9909,2,1,0,0.0426431177143857,"+1.4875372726720431,-0.5392668158691521,+0.5095623675435976,-0.4642902549495850,-0.012909760197953",1.0,1.1,1
FIC103_SV,FIC102_MV,0.7344918454946443,0.9892,2,1,0,2.437377504110412,"+1.0219862891962195,-0.0535312323081972,+20.5002764452210222,-19.3502371683538108,-0.894980816045698",1.0,1.1,1
FIC103_SV,FIC102_PV,0.9575839089688256,0.9613,2,1,0,0.1745350802771358,"+0.0435860494140459,+0.0794155511338682,+3.7832644718117590,+0.8902658676165975,+0.005698186378256",1.0,1.1,1
FIC103_SV,FIC102_SV,0.9990652857340026,0.9989,2,1,0,0.0033616848389884,"-0.0302815103941165,+0.0002743972673812,+5.3259858541970333,+0.1672233634473681,-0.000196195153039",1.0,1.1,1
FIC103_SV,FIC103_MV,0.959670714528824,1.0,2,0,0,0.6248424193225425,"+0.9677460044614387,-0.1534101257672598,+3.8628081125024272,+8.906710764129153",1.0,1.1,1
FIC103_SV,FIC103_PV,0.999625442091708,0.9935,2,0,0,0.0002908284247221,"-0.0001496809874422,+0.0002290074016572,+0.9999285058161104,-0.000008171881463",1.0,1.1,1
FIC103_SV,FIC201_MV,0.7494798360865044,1.0,2,0,0,1.4015183146033967,"+1.7033172174237592,-0.8792027259854940,+8.2813386846208097,-2.324999900325578",1.0,1.1,1
FIC103_SV,FIC201_PV,0.8335593821427143,0.9655,2,1,0,0.1212047761495791,"+1.6557574581397119,-0.9128890548910035,+0.3140180517932963,+1.3606535964246804,-0.350883203244161",1.0,1.1,1
FIC103_SV,FIC201_SV,0.8334591554976838,0.9739,2,1,0,0.1222855401619588,"+1.6550490909984794,-0.9122907373054083,+0.3137905465788777,+1.3616109977242625,-0.351049617477581",1.0,1.1,1
FIC103_SV,LIC101_MV,0.8608618310348789,0.8856,0,1,0,2.1158177844472963,"+6.5997493771286528,+17.6841947091526244,-0.961144223023128",1.0,1.1,1
FIC103_SV,LIC201_MV,0.7491999592041707,0.9889,2,0,0,1.3784928625405806,"+1.7036782977146663,-0.8797299355590176,+8.2897304155741089,-2.328001785111325",1.0,1.1,1
FIC103_SV,PIC101_MV,0.9595732480589926,0.9178,2,0,0,0.6423236331480674,"+0.9674652349287999,-0.1536292667386518,+3.8730572616852319,+8.930873857266084",1.0,1.1,1
FIC103_SV,QI105_Q,0.8638512555385194,0.9943,1,1,2,0.9124309604560898,"+0.7374160012879873,+8.8913639749677635,-7.0791807918426946,+0.335018590598313",1.0,1.1,1
FIC103_SV,QI302_Q,0.9123868956332388,0.9916,2,1,1,0.0674970025879962,"+0.8685768088038667,+0.0474390002926015,+0.7349038805007533,-0.6650933580836313,-0.057191799977207",1.0,1.1,1
FIC103_SV,QIC101_MV,0.8687807823421401,0.9947,2,1,0,2.170113195993065,"+1.4817632261081233,-0.5346450797764446,+25.2754078024783553,-22.9614700529044775,-0.659881111611773",1.0,1.1,1
FIC103_SV,QIC105_PV,0.8639250757394883,0.9724,1,1,2,0.912207879262515,"+0.7383281471181450,+8.8912986084136971,-7.0856798978693352,+0.334225533273435",1.0,1.1,1
FIC103_SV,QIC105_SV,0.8639143076724151,0.9884,1,1,2,0.9122181626809932,"+0.7386113733528945,+8.8884163235909774,-7.0848424533746028,+0.333994397750128",1.0,1.1,1
FIC103_SV,TI105_T,0.8775170896655335,0.9945,2,1,0,7.101971672079536,"+0.3447687535425052,+0.5559826686489338,+35.4309568749159567,-32.7023550383015547,+11.653801744499000",1.0,1.1,1
FIC103_SV,TIC104_MV,0.8491237302780283,0.9902,1,1,0,8.08316581933325,"+0.9709908077326675,-56.6740366779987568,+53.8127013552931572,+5.922661496207297",1.0,1.1,1
FIC201_MV,C05_MV,0.7107821286394289,0.9614,0,1,0,14.83296697779903,"+0.5343121827201337,+0.3372596530677791,+2.678934106102587",1.0,1.1,1
FIC201_MV,FI310_F,0.8278717762312232,-0.8903,0,1,0,0.673711795824668,"+0.1254781644639159,+0.0174846230542483,+4.695500770170028",1.0,1.1,1
FIC201_MV,FIC101_PV,0.7171289959254257,0.9455,0,1,1,0.2426711440167439,"+0.0082595045529610,+0.0087824487515148,+0.073020588677612",1.0,1.1,1
FIC201_MV,FIC101_SV,0.710626935178494,0.9563,0,1,0,0.2968817137871314,"+0.0105242264265688,+0.0069109402897359,+0.053394456146245",1.0,1.1,1
FIC201_MV,FIC102_PV,0.7441127556687107,0.8963,0,1,0,1.0065220603749443,"+0.0669290942177807,+0.0382628544005722,+1.900053141880628",1.0,1.1,1
FIC201_MV,FIC201_PV,0.8721567800635119,0.9655,2,1,0,0.0574961258042669,"+1.1385862230541612,-0.1433236911337598,+0.1232917001762830,-0.1226944188579669,+0.004700757565150",1.0,1.1,1
FIC201_MV,FIC201_SV,0.8720040655163813,0.9907,2,1,0,0.0568118180396965,"+1.1372806415813839,-0.1420543909719484,+0.1234720431269048,-0.1228678351722982,+0.004621030347796",1.0,1.1,1
FIC201_MV,FIC404_PV,0.7078131622730668,0.9179,1,1,1,0.5881421842645064,"+0.6080537265456372,+0.1623348751086174,-0.1349039669050117,+1.376104465310567",1.0,1.1,1
FIC201_MV,FIC404_SV,0.7078142035325603,0.9361,1,1,1,0.5882655463241183,"+0.6079914268054671,+0.1623514140296972,-0.1349166910560755,+1.376349655304658",1.0,1.1,1
FIC201_MV,LIC101_MV,0.7457327373841194,0.9361,2,0,0,1.8443337165381912,"+1.7296910325698269,-0.8196942766815858,+0.0424974003801535,+0.722543649511599",1.0,1.1,1
FIC201_MV,QI302_Q,0.7215447428483301,0.9672,0,1,0,0.1932417924200215,"+0.0096076805570108,+0.0066289959641966,-0.376986602958295",1.0,1.1,1
FIC201_MV,QIC101_MV,0.7110216306584363,-0.7727,0,1,0,14.844335560732487,"+0.5298216065172334,+0.3419961741058196,+2.664788912129158",1.0,1.1,1
FIC201_PV,C01_MV,0.845162664003763,0.4649,2,1,0,0.988313193810323,"+1.7913571203509542,-0.8082952545463341,+0.1652118141745602,-0.0467514186885148,-0.042953731927723",1.0,1.1,1
FIC201_PV,C05_MV,0.7433300785873171,0.969,0,1,0,14.472319164618424,"+4.0172828716933742,+2.4103375770926201,-1.176237179632191",1.0,1.1,1
FIC201_PV,FIC101_MV,0.8464417496418921,0.9147,2,1,0,1.069157668944309,"+1.8006886419235015,-0.8171972635388578,+0.1676542686354364,-0.0523511380568916,-0.040681791214282",1.0,1.1,1
FIC201_PV,FIC101_SV,0.7432696332521402,0.9649,0,1,0,0.28966856333011,"+0.0792366181524560,+0.0493472885840790,-0.023755271055519",1.0,1.1,1
FIC201_PV,LIC101_MV,0.7435649696126003,0.9476,2,0,0,1.8611101959086904,"+1.7307474932980513,-0.8180525414646931,+0.3003799773967332,+0.545294796749981",1.0,1.1,1
FIC201_PV,QI102_Q,0.751161344043175,0.9495,2,1,0,0.1227428569780989,"+0.5392493517978623,+0.1853030269698288,+0.0290164842935664,-0.0031727404676245,-0.092634326623318",1.0,1.1,1
FIC201_PV,QIC101_MV,0.7437492485075634,-0.8063,0,1,0,14.484421865075102,"+3.9893753284417084,+2.4403032386990664,-1.193278578798243",1.0,1.1,1
FIC201_PV,QIC102_PV,0.7512600577524587,0.9656,2,1,0,0.1227329832201379,"+0.5368613275180801,+0.1873973632330546,+0.0291866341942693,-0.0033026925586645,-0.092827245204610",1.0,1.1,1
FIC201_PV,QIC102_SV,0.7511559724660589,0.9517,2,1,0,0.1227342940454012,"+0.5364479276014134,+0.1875602987028802,+0.0291788887697613,-0.0032721053873986,-0.092906956930442",1.0,1.1,1
FIC201_SV,C01_MV,0.8451860739169772,0.4648,2,1,0,0.9882350973644772,"+1.7913239920329562,-0.8082649288366840,+0.1651873508069395,-0.0467046663956252,-0.042982778057406",1.0,1.1,1
FIC201_SV,C05_MV,0.7433287444795839,0.969,0,1,0,14.476938449038908,"+4.0149266120137108,+2.4126729527785820,-1.176206393209814",1.0,1.1,1
FIC201_SV,FIC101_MV,0.8464968230036205,0.9147,2,1,0,1.0690003500631655,"+1.8006424633563509,-0.8171561012325892,+0.1677626718749550,-0.0524198558150720,-0.040730427654499",1.0,1.1,1
FIC201_SV,FIC101_SV,0.7432664622391694,0.9649,0,1,0,0.2897583743852428,"+0.0791860956136462,+0.0493973292002134,-0.023754184674704",1.0,1.1,1
FIC201_SV,FIC201_PV,0.9988608017343824,0.9907,2,0,0,0.0061691567042644,"+0.0012283874048271,-0.0004120376152137,+0.9991762464507906,+0.000035610691435",1.0,1.1,1
FIC201_SV,LIC101_MV,0.7435992410284107,0.9476,2,0,0,1.86098056008712,"+1.7307329268050116,-0.8180158472594817,+0.3002985201554824,+0.545190156368579",1.0,1.1,1
FIC201_SV,QI102_Q,0.751162880824533,0.9495,2,1,0,0.1227656986819068,"+0.5393325057531759,+0.1851740359956367,+0.0289411189599717,-0.0030929150953568,-0.092651403885121",1.0,1.1,1
FIC201_SV,QIC101_MV,0.743747028388084,-0.8063,0,1,0,14.48899736877642,"+3.9870152289053671,+2.4426407680659348,-1.193235452617104",1.0,1.1,1
FIC201_SV,QIC102_PV,0.7512605950596454,0.9656,2,1,0,0.1227580414062083,"+0.5369477429271299,+0.1872626970018411,+0.0291064480694077,-0.0032178142012211,-0.092845177569134",1.0,1.1,1
FIC201_SV,QIC102_SV,0.7511564879799325,0.9516,2,1,0,0.1227597042444295,"+0.5365338959789536,+0.1874248981005770,+0.0290979120624024,-0.0031863166337186,-0.092925353066224",1.0,1.1,1
FIC251_MV,FIC251_PV,0.984541908535528,0.9999,2,1,0,0.1284535128242398,"+0.6139262331747870,-0.0369947756326757,+0.0816281558312343,-0.0448028728813485,+0.060804529297257",1.0,1.1,1
FIC251_MV,FIC251_SV,0.9845501030431676,0.9996,2,1,0,0.1282471069369419,"+0.6147021085972145,-0.0368264178376208,+0.0816608531554799,-0.0449181008192922,+0.060678096861811",1.0,1.1,1
FIC251_SV,FIC251_PV,0.9998224888451812,0.9997,2,0,0,0.0015219117796208,"+0.0005341589689554,-0.0000725688605555,+0.9995450858664204,-0.000015951538758",1.0,1.1,1
FIC303_PV,FIC303_MV,0.9814735550530316,0.9998,1,1,0,3.0412569349254563,"+0.7169236191447991,+10.4979715281303818,-7.4310060074787705,-0.399432518470660",1.0,1.1,1
FIC303_PV,PIC301_MV,0.9814227467157248,0.9994,1,1,0,3.0731060207052194,"+0.7063991553301980,+10.5216525957768425,-7.3410970132716553,-0.412776620195832",1.0,1.1,1
FIC303_SV,C10_MV,0.9711858005545456,0.4954,2,1,0,4.426417122034448,"+0.7601218560215007,-0.0135509071014015,+9.9309617523367972,-7.2212495396750080,-0.253001265986464",1.0,1.1,1
FIC303_SV,FIC303_MV,0.97046071496002,0.9996,2,1,0,4.399143706997302,"+0.7051621350114131,-0.0373974570507248,+9.8598635008942583,-6.3073186131475634,-0.331721603956167",1.0,1.1,1
FIC303_SV,FIC303_PV,0.9668840240482778,0.9995,0,1,0,0.6577163757719501,"+0.8997984289388967,+0.0864546130617861,+0.041191261645010",1.0,1.1,1
FIC303_SV,PIC301_MV,0.97073677882899,0.9994,2,1,0,4.465764041719181,"+0.7255855476406130,-0.0318273754743456,+9.9063436229664621,-6.6318302606940041,-0.305971381053929",1.0,1.1,1
FIC304_MV,LIC301_PV,0.8388542359738075,1.0,0,1,0,0.2414152798768409,"+0.6503301702228712,-0.6628181178001459,+50.884718893094344",1.0,1.1,1
FIC304_PV,ALARM_TOTAL,0.7298256361213802,1.0,2,0,0,47.144811277352126,"+1.9041289587964367,-0.9043457806387117,-1.7701409895120481,+9.380352800519606",1.0,1.1,1
FIC304_SV,ALARM_TOTAL,0.729798719354664,0.2392,2,0,0,47.144642047296315,"+1.9041355592058928,-0.9043523858280262,-1.7687950280078708,+9.374345311094256",1.0,1.1,1
FIC304_SV,FIC304_PV,0.9991410495558888,0.9075,2,0,0,0.0013979952015434,"+0.0003613929664631,-0.0001057335016428,+0.9997292340920227,+0.000065260084120",1.0,1.1,1
FIC305_PV,C03_MV,0.9097011451634112,-0.8976,2,0,0,0.5437641904882661,"+1.0344044741333676,-0.0906895776710016,-0.5860199482235575,+11.284659798801449",1.0,1.1,1
FIC305_PV,C05_MV,0.8381478769280781,-0.9028,1,1,0,2.997788378320238,"+0.8970598053109891,-2.9953553309736014,+0.7586127547253356,+31.528179262912946",1.0,1.1,1
FIC305_PV,FI107_F,0.9175037958885466,0.436,0,1,0,0.4260113496175887,"+1.4051690740893164,+0.4613334308316791,-0.891636668607931",1.0,1.1,1
FIC305_PV,FI202_F,0.8666895998808934,0.9952,0,1,0,0.5850981147339586,"+1.3710069062762180,+0.3886438003210266,+1.103605992136542",1.0,1.1,1
FIC305_PV,FI307_F,0.8449763685558347,-0.9358,2,0,0,0.0291576911279157,"+0.6768716555392508,+0.2499928960272690,-0.0057797137489688,+0.075801383765992",1.0,1.1,1
FIC305_PV,FIC101_SV,0.8380492404153479,-0.905,1,1,0,0.0591778369096258,"+0.8965867368238819,-0.0596110401666497,+0.0146268227635368,+0.633983810359213",1.0,1.1,1
FIC305_PV,FIC102_SV,0.8971887340822299,-0.9348,1,1,0,0.5617116431143286,"+0.9308556365819081,-0.4872435421901893,+0.3072753575036301,+2.648580537836410",1.0,1.1,1
FIC305_PV,FIC103_MV,0.9099061468065012,-0.9414,2,0,0,0.5287535706629001,"+1.0372205322496315,-0.0933448019414944,-0.5846816063467254,+11.256425860108640",1.0,1.1,1
FIC305_PV,FIC103_PV,0.8974153309526528,-0.9023,1,1,0,0.1049884873234679,"+0.9310560075313268,-0.0919445750387320,+0.0582869013845295,+0.495312072210168",1.0,1.1,1
FIC305_PV,FIC103_SV,0.8974592539427503,-0.9415,1,1,0,0.1047549438660659,"+0.9311003988314284,-0.0920658004705145,+0.0584277937297761,+0.495017044863794",1.0,1.1,1
FIC305_PV,FIC306_PV,0.936098051502784,0.9985,2,1,0,0.1021592198727172,"-0.0119773340470994,-0.0055646791030339,+0.7569412544780516,+0.0554173014027511,+0.020093298231719",1.0,1.1,1
FIC305_PV,PIC101_MV,0.909882772824862,0.3361,2,0,0,0.5446483805537973,"+1.0333782013456734,-0.0897737892987045,-0.5874306262003017,+11.309914453196173",1.0,1.1,1
FIC305_PV,QI102_Qs,0.8712300339917942,-0.8913,2,1,0,0.0685756939966658,"+0.7923210266025978,+0.1620712599936442,-0.0747139640870590,+0.0601895346433706,+0.190089024046789",1.0,1.1,1
FIC305_PV,QI105_Qs,0.8138835406507696,-0.9287,1,1,0,0.79528050549263,"+0.9005698134365856,-0.8563069812423415,+0.5266807605557327,+4.992921917305104",1.0,1.1,1
FIC305_PV,QI302_Qs,0.881207044289601,-0.9149,2,1,0,0.0843727080302435,"+0.7930693578382750,+0.1593379545753711,-0.0959338602106797,+0.0766063082170253,+0.251987496974753",1.0,1.1,1
FIC305_PV,QIC101_MV,0.8382316355943145,0.7172,1,1,0,2.9850119216617195,"+0.8965612885502474,-2.9956929488861843,+0.7467848682767917,+31.696573302988227",1.0,1.1,1
FIC305_SV,C03_MV,0.9076363745133346,-0.8947,2,0,0,0.6157658357213877,"+1.1173760596955269,-0.1679232143865611,-0.5257348415989826,+10.128006316527237",1.0,1.1,1
FIC305_SV,C05_MV,0.8360807490102691,-0.9002,1,1,0,3.45616184745674,"+0.8965618140249219,-2.6172612003019293,+0.3735796554286990,+31.635338702317096",1.0,1.1,1
FIC305_SV,FI107_F,0.8999748877214251,-0.8918,0,1,0,0.5552809092996406,"+1.3146784315737268,+0.5488462066047256,-0.856937257982843",1.0,1.1,1
FIC305_SV,FI202_F,0.8537177681264674,0.9925,0,1,0,0.7332251231693804,"+1.2640534443643627,+0.4926344919167149,+1.138182350381162",1.0,1.1,1
FIC305_SV,FIC101_SV,0.8361019332880824,-0.9023,1,1,0,0.0680454763564223,"+0.8962020396908585,-0.0523038583769292,+0.0072258286302709,+0.635484246729674",1.0,1.1,1
FIC305_SV,FIC102_SV,0.8886138307827408,-0.9317,1,1,0,0.6463233399573595,"+0.9288535506011535,-0.4087586139801804,+0.2245427168656363,+2.713819521865362",1.0,1.1,1
FIC305_SV,FIC103_MV,0.9079875264879388,-0.9387,2,0,0,0.6010839368555388,"+1.1170712923226340,-0.1676868690453264,-0.5267949333805207,+10.145876477849734",1.0,1.1,1
FIC305_SV,FIC103_PV,0.8888258835502751,-0.8997,1,1,0,0.1209240274283872,"+0.9290363523692142,-0.0771573683991581,+0.0426961591545798,+0.507652887144026",1.0,1.1,1
FIC305_SV,FIC103_SV,0.8888758689071338,-0.9387,1,1,0,0.120690648112426,"+0.9290774083881368,-0.0772757668500343,+0.0428327090086961,+0.507380455193170",1.0,1.1,1
FIC305_SV,FIC305_PV,0.9476648770503092,-0.9088,2,0,0,0.1107120771397338,"+0.0809745723271287,+0.0054969218552076,+0.9127514586267822,+0.008841268690926",1.0,1.1,1
FIC305_SV,FIC306_PV,0.9165416183426808,0.9985,1,1,0,0.1475528087157138,"+0.1305904221336171,+0.6896799721326189,+0.0036036094735202,+0.026554219841562",1.0,1.1,1
FIC305_SV,FIC306_SV,0.9097064183338,0.9961,2,0,0,0.1265210781413684,"+0.0776518518886851,+0.0032489265697773,+0.7341543872016704,+0.012714951338148",1.0,1.1,1
FIC305_SV,PIC101_MV,0.9079730399500504,-0.4956,2,0,0,0.6163245372115028,"+1.1128242293566277,-0.1637337175730835,-0.5297992234002282,+10.204136054693581",1.0,1.1,1
FIC305_SV,QI102_Qs,0.8597660304010969,-0.8877,2,1,0,0.0831102597539306,"+0.8153010362579225,+0.1384140794693819,-0.0610980032893984,+0.0465084688155813,+0.191114904318185",1.0,1.1,1
FIC305_SV,QI105_Qs,0.8062770717543344,-0.926,1,1,0,0.9570248329456208,"+0.8969071127681179,-0.7157775865172576,+0.3755450195647991,+5.158600346862429",1.0,1.1,1
FIC305_SV,QI302_Qs,0.8688922529253958,-0.9121,2,1,0,0.101854121692207,"+0.8161389158411628,+0.1355692478870048,-0.0784202764737702,+0.0590046768145383,+0.253352165755930",1.0,1.1,1
FIC305_SV,QIC101_MV,0.8362330409370845,0.7144,1,1,0,3.432315362502162,"+0.8962208879905637,-2.6270704996594572,+0.3745111045915674,+31.757106168920501",1.0,1.1,1
FIC306_PV,C03_MV,0.9123954686632948,-0.8966,2,0,0,0.5352302248598456,"+1.0304461825191753,-0.0868959215287594,-0.7355602398966606,+11.326239506211409",1.0,1.1,1
FIC306_PV,C05_MV,0.8382283834985911,-0.9027,1,1,0,2.9960452903635977,"+0.8970510115988437,-3.7044005366000436,+0.9055105875670897,+31.557043930310769",1.0,1.1,1
FIC306_PV,FI107_F,0.91734963324591,-0.8952,0,1,0,0.413155085714784,"+1.7618033681517702,+0.5736115046664282,-0.913620846250351",1.0,1.1,1
FIC306_PV,FI202_F,0.8664970661988598,0.9952,0,1,0,0.5819765320759068,"+1.7088459862713510,+0.4929736655440705,+1.081918798621017",1.0,1.1,1
FIC306_PV,FI307_F,0.8454230620473218,-0.9356,2,0,0,0.0291908404247292,"+0.6756667361106451,+0.2506978477775971,-0.0072843612913949,+0.076418776353842",1.0,1.1,1
FIC306_PV,FIC101_SV,0.8382156185550536,-0.9047,1,1,0,0.0589060210685384,"+0.8965749861960545,-0.0739625250613438,+0.0176651639062365,+0.634639117766624",1.0,1.1,1
FIC306_PV,FIC102_SV,0.8980031227618653,-0.9344,1,1,0,0.5771552435039818,"+0.9307975097396918,-0.6087680083930461,+0.3833636913634987,+2.653256363280180",1.0,1.1,1
FIC306_PV,FIC103_MV,0.9126620837699054,-0.9413,2,0,0,0.5185009137283437,"+1.0314619086539274,-0.0878698172035994,-0.7354731861269685,+11.322220163210873",1.0,1.1,1
FIC306_PV,FIC103_PV,0.8982013155523632,-0.9022,1,1,0,0.107981177942945,"+0.9309761409936569,-0.1147994168781262,+0.0726324131077359,+0.496329439810030",1.0,1.1,1
FIC306_PV,FIC103_SV,0.8982142988755806,-0.9413,1,1,0,0.1078125461621923,"+0.9310083005786580,-0.1148858140761631,+0.0727372545936632,+0.496109589213257",1.0,1.1,1
FIC306_PV,PIC101_MV,0.912600975165444,0.337,2,0,0,0.5366682520527555,"+1.0305566510677882,-0.0870582278299030,-0.7365477002279379,+11.339615076948273",1.0,1.1,1
